"rank","expected","before","after"
99937,11.6704690186424,16.291719002386,11.7151723504263
99938,11.7000029131561,16.3487514996819,11.7561837093442
99939,11.7300179308859,16.3642579453173,11.7673342013908
99940,11.760529905485,16.3682013483424,11.7701698534223
99941,11.7915554640987,16.4061291670667,11.7974432757767
99942,11.8231120812528,16.5783057337455,11.9212533017814
99943,11.8552181373878,16.6125369754781,11.9458685616326
99944,11.8878929825393,16.8123756851893,12.0895700903792
99945,11.9211570057089,16.8295918334325,12.1019500082903
99946,11.9550317105497,16.8937867931331,12.1481118047718
99947,11.9895397980725,16.9226144716048,12.1688414295406
99948,12.0247052571592,16.9494790465261,12.1881594109812
99949,12.0605534637973,16.950226340623,12.1886967808646
99950,12.0971112900519,16.9638314892556,12.1984800739021
99951,12.1344072239498,16.9938927996581,12.2200967880373
99952,12.1724715016173,17.0099456526532,12.231640194815
99953,12.2113362531948,17.0175200227304,12.2370868300589
99954,12.2510356643012,17.0745142340755,12.2780706580261
99955,12.2916061550693,17.1079860949656,12.3021398565655
99956,12.3330865791004,17.1201625392975,12.3108957861235
99957,12.3755184450639,17.381900204449,12.4991080832666
99958,12.4189461640927,17.4878511604724,12.5752960969638
99959,12.4634173266786,17.6770462477776,12.7113439293202
99960,12.508983013378,17.7408171432216,12.7572007864732
99961,12.5556981444114,17.7927820314488,12.7945680907867
99962,12.6036218741518,17.945426092306,12.9043325349776
99963,12.652818037586,18.0540852543931,12.982467985946
99964,12.7033556572064,18.1114223498972,13.0236983776441
99965,12.7553095203967,18.2963899320432,13.1567062636606
99966,12.8087608394347,18.3105914297779,13.1669183839146
99967,12.8637980086924,18.3768095412484,13.2145350036515
99968,12.9205174767396,18.4246423262654,13.2489309639791
99969,12.9790247549302,18.4681690098098,13.2802304603361
99970,13.0394355889099,18.5039762754751,13.3059790193805
99971,13.1018773256974,18.5116527195215,13.311499054745
99972,13.1664905168468,18.6061295902206,13.3794361965043
